# 派大星直播可用，TVBOX类可用
# 替换CCTV-1-综合, 中的-综合，可以在idea中使用正则表达式 -(\W+)
# 记得将CCTV-0替换为CCTV-
# 参考：http://home.jundie.top:81/Cat/tv/live.txt
# 参考：https://github.com/joy-sheng/newsboy/blob/main/iptv.m3u8
# 参考：http://tonkiang.us/
# 来自：https://xhdwc.tk/ https://xhdwc.tk/tvlive.txt
# 来自https://github.com/joy-sheng/newsboy/blob/main/iptv.m3u8

常看频道,#genre#
潮州综合,http://time-vod-qhlive.sobeylive.com/czbtv2019/czzhpd.m3u8
潮州民生,http://time-vod-qhlive.sobeylive.com/czbtv2019/czggpd.m3u8
凤凰中文,https://play-flive.ifeng.com/live/06OLEGEGM4G.flv
凤凰中文,https://play-flive.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://39.134.18.196:80/wh7f454c46tw2172490011_-1360941031/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8?icpid=88888890&RTS=1707328982&from=20&ocs=2_111.20.45.169_80&hms_devid=8368&online=1707328982&vqe=3
凤凰资讯,https://play-flive.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,https://play-flive.ifeng.com/live/06OLEEWQKN4.flv
凤凰香港,http://113.64.145.61:8081/hls/38/index.m3u8
凤凰香港,http://50.7.238.114:8278/hkphoenix_twn/playlist.m3u8?tid=MA5A4571836345718363&ct=19234&tsum=9d461ede3a5ecfa182b75574f86ae56a
凤凰香港,http://50.7.238.114:8278/hkphoenix_twn/playlist.m3u8?tid=MACA2858291128582911&ct=19225&tsum=0f01288bbaa6c0403d07e96b0a5db4ed

湖南卫视,http://123.10.76.176:808/hls/33/index.m3u8
江苏卫视,http://123.10.76.176:808/hls/34/index.m3u8
浙江卫视,http://123.10.76.176:808/hls/35/index.m3u8
东方卫视,http://123.10.76.176:808/hls/37/index.m3u8
安徽卫视,http://123.10.76.176:808/hls/40/index.m3u8
广东卫视,http://123.10.76.176:808/hls/51/index.m3u8

江苏卫视,http://116.21.123.204:4433/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
